Company,Item,Calories,"Calories from
Fat","Total Fat
(g)","Saturated Fat
(g)","Trans Fat
(g)","Cholesterol
(mg)","Sodium 
(mg)","Carbs
(g)","Fiber
(g)","Sugars
(g)","Protein
(g)","Weight Watchers
Pnts"
KFC,Dr Pepper® (16 fl oz),190.00,,0.00,0.00,0.00,0.00,60.00,52.00,0.00,51.00,0.00,241.00
KFC,Dr Pepper® (20 fl oz),240.00,,0.00,0.00,0.00,0.00,75.00,65.00,0.00,64.00,0.00,304.00
KFC,Dr Pepper® (30 fl oz),360.00,,0.00,0.00,0.00,0.00,110.00,98.00,0.00,96.00,0.00,456.00
KFC,Lipton® Brisk® Lemon Tea (12 fl oz),80.00,,0.00,0.00,0.00,0.00,40.00,22.00,0.00,22.00,0.00,102.00
KFC,Lipton® Brisk® Lemon Tea (16 fl oz),110.00,,0.00,0.00,0.00,0.00,55.00,29.00,0.00,29.00,0.00,139.00
KFC,Lipton® Brisk® Lemon Tea (20 fl oz),140.00,,0.00,0.00,0.00,0.00,70.00,36.00,0.00,36.00,0.00,176.00
KFC,Lipton® Brisk® Lemon Tea (30 fl oz),210.00,,0.00,0.00,0.00,0.00,105.00,55.00,0.00,54.00,0.00,264.00
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (12 fl oz),0.00,,0.00,0.00,0.00,0.00,105.00,0.00,0.00,0.00,0.00,0.00
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (16 fl oz),0.00,,0.00,0.00,0.00,0.00,140.00,0.00,0.00,0.00,0.00,0.00
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (20 fl oz),5.00,,0.00,0.00,0.00,0.00,180.00,0.00,0.00,0.00,0.00,5.00
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (30 fl oz),10.00,,0.00,0.00,0.00,0.00,270.00,0.00,0.00,0.00,0.00,10.00
KFC,Lipton® Brisk® Raspberry Tea (12 fl oz),80.00,,0.00,0.00,0.00,0.00,45.00,20.00,0.00,20.00,0.00,100.00
KFC,Lipton® Brisk® Raspberry Tea (16 fl oz),100.00,,0.00,0.00,0.00,0.00,55.00,26.00,0.00,26.00,0.00,126.00
KFC,Lipton® Brisk® Raspberry Tea (20 fl oz),130.00,,0.00,0.00,0.00,0.00,70.00,33.00,0.00,33.00,0.00,163.00
KFC,Lipton® Brisk® Raspberry Tea (30 fl oz),190.00,,0.00,0.00,0.00,0.00,110.00,49.00,0.00,49.00,0.00,239.00
KFC,Lipton® Brisk® Sweet Iced Tea (12 fl oz),80.00,,0.00,0.00,0.00,0.00,45.00,22.00,0.00,21.00,0.00,101.00
KFC,Lipton® Brisk® Sweet Iced Tea (16 fl oz),110.00,,0.00,0.00,0.00,0.00,65.00,29.00,0.00,29.00,0.00,139.00
KFC,Lipton® Brisk® Sweet Iced Tea (20 fl oz),130.00,,0.00,0.00,0.00,0.00,80.00,36.00,0.00,36.00,0.00,166.00
KFC,Lipton® Brisk® Sweet Iced Tea (30 fl oz),200.00,,0.00,0.00,0.00,0.00,120.00,54.00,0.00,54.00,0.00,254.00
KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (12 fl oz),0.00,,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00
KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (16 fl oz),0.00,,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00
KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (20 fl oz),0.00,,0.00,0.00,0.00,0.00,75.00,0.00,0.00,0.00,0.00,0.00
KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (30 fl oz),0.00,,0.00,0.00,0.00,0.00,115.00,0.00,0.00,0.00,0.00,0.00
KFC,Manzanita Sol® (12 fl oz),160.00,,0.00,0.00,0.00,0.00,35.00,42.00,0.00,42.00,0.00,202.00
KFC,Manzanita Sol® (16 fl oz),210.00,,0.00,0.00,0.00,0.00,45.00,57.00,0.00,57.00,0.00,267.00
KFC,Manzanita Sol® (20 fl oz),260.00,,0.00,0.00,0.00,0.00,55.00,71.00,0.00,71.00,0.00,331.00
KFC,Manzanita Sol® (30 fl oz),400.00,,0.00,0.00,0.00,0.00,80.00,106.00,0.00,106.00,0.00,506.00
KFC,Miranda® Strawberry (12 fl oz),160.00,,0.00,0.00,0.00,0.00,70.00,44.00,0.00,44.00,0.00,204.00
KFC,Miranda® Strawberry (16 fl oz),220.00,,0.00,0.00,0.00,0.00,95.00,58.00,0.00,58.00,0.00,278.00
KFC,Miranda® Strawberry (20 fl oz),270.00,,0.00,0.00,0.00,0.00,120.00,73.00,0.00,73.00,0.00,343.00
KFC,Miranda® Strawberry (30 fl oz),410.00,,0.00,0.00,0.00,0.00,180.00,109.00,0.00,109.00,0.00,519.00
KFC,Mist Twst® (12 fl oz),150.00,,0.00,0.00,0.00,0.00,35.00,41.00,0.00,41.00,0.00,191.00
KFC,Mist Twst® (16 fl oz),200.00,,0.00,0.00,0.00,0.00,45.00,54.00,0.00,54.00,0.00,254.00
KFC,Mist Twst® (20 fl oz),260.00,,0.00,0.00,0.00,0.00,55.00,68.00,0.00,68.00,0.00,328.00
KFC,Mist Twst® (30 fl oz),380.00,,0.00,0.00,0.00,0.00,80.00,101.00,0.00,101.00,0.00,481.00
KFC,MNT DEW Sweet Lightning (20 fl oz),120.00,,0.00,0.00,0.00,0.00,190.00,32.00,0.00,25.00,0.00,145.00
KFC,Mountain Dew® (12 fl oz),160.00,,0.00,0.00,0.00,0.00,50.00,44.00,0.00,44.00,0.00,204.00
KFC,Mountain Dew® (16 fl oz),220.00,,0.00,0.00,0.00,0.00,70.00,59.00,0.00,58.00,0.00,278.00
KFC,Mountain Dew® (20 fl oz),270.00,,0.00,0.00,0.00,0.00,85.00,73.00,0.00,73.00,0.00,343.00
KFC,Mountain Dew® (30 fl oz),410.00,,0.00,0.00,0.00,0.00,125.00,110.00,0.00,109.00,0.00,519.00
KFC,Mug Root Beer® (12 fl oz),140.00,,0.00,0.00,0.00,0.00,45.00,39.00,0.00,39.00,0.00,179.00
KFC,Mug Root Beer® (16 fl oz),190.00,,0.00,0.00,0.00,0.00,60.00,52.00,0.00,52.00,0.00,242.00
KFC,Mug Root Beer® (20 fl oz),240.00,,0.00,0.00,0.00,0.00,75.00,65.00,0.00,65.00,0.00,305.00
KFC,Mug Root Beer® (30 fl oz),360.00,,0.00,0.00,0.00,0.00,110.00,98.00,0.00,98.00,0.00,458.00
KFC,Pepsi Zero Sugar® (12 fl oz),0.00,,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00
KFC,Pepsi Zero Sugar® (16 fl oz),0.00,,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00
KFC,Pepsi Zero Sugar® (20 fl oz),0.00,,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00
KFC,Pepsi Zero Sugar® (30 fl oz),0.00,,0.00,0.00,0.00,0.00,95.00,1.00,0.00,0.00,0.00,0.00
KFC,Pepsi® (12 fl oz),150.00,,0.00,0.00,0.00,0.00,30.00,41.00,0.00,41.00,0.00,191.00
KFC,Pepsi® (16 fl oz),200.00,,0.00,0.00,0.00,0.00,45.00,55.00,0.00,55.00,0.00,255.00
KFC,Pepsi® (20 fl oz),250.00,,0.00,0.00,0.00,0.00,55.00,69.00,0.00,69.00,0.00,319.00
KFC,Pepsi® (30 fl oz),380.00,,0.00,0.00,0.00,0.00,80.00,104.00,0.00,103.00,0.00,483.00
KFC,Sobe Lifewater Yumberry Pomegranate (12 fl oz),0.00,,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00
KFC,Sobe Lifewater Yumberry Pomegranate (16 fl oz),0.00,,0.00,0.00,0.00,0.00,65.00,0.00,0.00,0.00,0.00,0.00
KFC,Sobe Lifewater Yumberry Pomegranate (20 fl oz),0.00,,0.00,0.00,0.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00
KFC,Sobe Lifewater Yumberry Pomegranate (30 fl oz),5.00,,0.00,0.00,0.00,0.00,120.00,1.00,0.00,0.00,0.00,5.00
KFC,Strawberry Lemonade (1/2 Gallon),950.00,,0.00,0.00,0.00,0.00,790.00,270.00,0.00,264.00,0.00,1214.00
KFC,Strawberry Lemonade (20 fl oz),170.00,,0.00,0.00,0.00,0.00,130.00,45.00,0.00,44.00,0.00,214.00
KFC,Tropicana® Fruit Punch (12 fl oz),170.00,,0.00,0.00,0.00,0.00,35.00,45.00,0.00,45.00,0.00,215.00
KFC,Tropicana® Fruit Punch (16 fl oz),230.00,,0.00,0.00,0.00,0.00,45.00,60.00,0.00,60.00,0.00,290.00
KFC,Tropicana® Fruit Punch (20 fl oz),280.00,,0.00,0.00,0.00,0.00,60.00,75.00,0.00,75.00,0.00,355.00
KFC,Tropicana® Fruit Punch (30 fl oz),420.00,,0.00,0.00,0.00,0.00,90.00,113.00,0.00,112.00,0.00,532.00
KFC,Tropicana® Light Lemonade (12 fl oz),5.00,,0.00,0.00,0.00,0.00,140.00,0.00,0.00,0.00,0.00,5.00
KFC,Tropicana® Light Lemonade (16 fl oz),10.00,,0.00,0.00,0.00,0.00,190.00,0.00,0.00,0.00,0.00,10.00
KFC,Tropicana® Light Lemonade (20 fl oz),10.00,,0.00,0.00,0.00,0.00,240.00,0.00,0.00,0.00,0.00,10.00
KFC,Tropicana® Light Lemonade (30 fl oz),15.00,,0.00,0.00,0.00,0.00,350.00,1.00,0.00,0.00,0.00,15.00
KFC,Tropicana® Pink Lemonade (12 fl oz),150.00,,0.00,0.00,0.00,0.00,160.00,40.00,0.00,40.00,0.00,190.00
KFC,Tropicana® Pink Lemonade (16 fl oz),210.00,,0.00,0.00,0.00,0.00,210.00,53.00,0.00,53.00,0.00,263.00
KFC,Tropicana® Pink Lemonade (20 fl oz),260.00,,0.00,0.00,0.00,0.00,260.00,67.00,0.00,67.00,0.00,327.00
KFC,Tropicana® Pink Lemonade (30 fl oz),390.00,,0.00,0.00,0.00,0.00,390.00,100.00,0.00,100.00,0.00,490.00
KFC,Tropicana® Twister® Orange (12 fl oz),170.00,,0.00,0.00,0.00,0.00,35.00,46.00,0.00,46.00,0.00,216.00
KFC,Tropicana® Twister® Orange (16 fl oz),230.00,,0.00,0.00,0.00,0.00,50.00,61.00,0.00,61.00,0.00,291.00
KFC,Tropicana® Twister® Orange (20 fl oz),290.00,,0.00,0.00,0.00,0.00,60.00,76.00,0.00,76.00,0.00,366.00
KFC,Tropicana® Twister® Orange (30 fl oz),430.00,,0.00,0.00,0.00,0.00,90.00,115.00,0.00,114.00,0.00,544.00
KFC,Wild Cherry Pepsi® (12 fl oz),160.00,,0.00,0.00,0.00,0.00,30.00,42.00,0.00,42.00,0.00,202.00
KFC,Wild Cherry Pepsi® (16 fl oz),210.00,,0.00,0.00,0.00,0.00,40.00,56.00,0.00,56.00,0.00,266.00
KFC,Wild Cherry Pepsi® (20 fl oz),260.00,,0.00,0.00,0.00,0.00,50.00,70.00,0.00,70.00,0.00,330.00
KFC,Wild Cherry Pepsi® (30 fl oz),390.00,,0.00,0.00,0.00,0.00,80.00,105.00,0.00,105.00,0.00,495.00
KFC,Country Fried Steak without Peppered White Gravy,360.00,,24.00,7.00,1.00,35.00,750.00,22.00,2.00,0.00,13.00,354.00
KFC,Country Fried Steak with Peppered White Gravy,390.00,,26.00,7.00,1.00,35.00,910.00,26.00,2.00,0.00,13.00,384.00
KFC,KFC® Gizzards,300.00,,16.00,2.00,0.00,210.00,770.00,18.00,<1,0.00,20.00,282.00
KFC,KFC® Livers,230.00,,13.00,2.50,0.00,285.00,750.00,12.00,0.00,0.00,17.00,215.50
Taco Bell,Bacon Club Chalupa,440.00,240.00,27.00,5.00,0.00,50.00,840.00,31.00,2.00,3.00,20.00,
Taco Bell,Blue Raspberry Freeze™ (16 oz),120.00,0.00,0.00,0.00,0.00,0.00,35.00,30.00,0.00,30.00,0.00,
Taco Bell,Blue Raspberry Freeze™ (20 oz),150.00,0.00,0.00,0.00,0.00,0.00,40.00,38.00,0.00,38.00,0.00,
Taco Bell,Loaded Nacho Taco,250.00,110.00,12.00,4.50,0.00,25.00,610.00,24.00,3.00,2.00,10.00,
Taco Bell,Midnight Berry Freeze™ (16 oz),140.00,0.00,0.00,0.00,0.00,0.00,35.00,35.00,0.00,34.00,0.00,
Taco Bell,Midnight Berry Freeze™ (20 oz),170.00,0.00,0.00,0.00,0.00,0.00,40.00,43.00,0.00,42.00,0.00,
Taco Bell,Nacho Fries,320.00,160.00,18.00,1.50,0.00,<5,630.00,35.00,4.00,2.00,4.00,
Taco Bell,Nacho Fries BellGrande®,710.00,360.00,40.00,6.00,0.00,30.00,1440.00,73.00,10.00,4.00,13.00,
Taco Bell,Black Bean Chalupa – Online Exclusive,330.00,140.00,15.00,3.00,0.00,10.00,430.00,39.00,5.00,3.00,10.00,
Taco Bell,Black Bean Quesarito – Online Exclusive,630.00,270.00,29.00,10.00,0.00,35.00,1260.00,73.00,7.00,5.00,19.00,
Taco Bell,Quesarito – Online Exclusive,650.00,300.00,33.00,12.00,0.50,55.00,1390.00,67.00,6.00,5.00,22.00,
Taco Bell,Chalupa Supreme® – Beef,350.00,170.00,18.00,5.00,0.00,25.00,560.00,33.00,4.00,3.00,13.00,
Taco Bell,Chalupa Supreme® – Chicken,330.00,140.00,15.00,3.50,0.00,35.00,560.00,31.00,2.00,3.00,16.00,
Taco Bell,Chalupa Supreme® – Steak,330.00,140.00,16.00,4.00,0.00,30.00,530.00,32.00,2.00,3.00,15.00,
Taco Bell,Cheesy Gordita Crunch,500.00,250.00,28.00,10.00,0.50,55.00,850.00,41.00,5.00,4.00,20.00,
Taco Bell,Crunchy Taco,170.00,80.00,9.00,3.50,0.00,25.00,310.00,13.00,3.00,<1,8.00,
Taco Bell,Crunchy Taco Supreme®,190.00,100.00,11.00,4.50,0.00,25.00,340.00,15.00,3.00,2.00,8.00,
Taco Bell,Loaded Nacho Taco (New),250.00,110.00,12.00,4.50,0.00,25.00,610.00,24.00,3.00,2.00,10.00,
Taco Bell,Nacho Cheese Doritos® Locos Taco,170.00,80.00,9.00,3.50,0.00,25.00,360.00,13.00,3.00,<1,8.00,
Taco Bell,Nacho Cheese Doritos® Locos Taco Supreme®,190.00,100.00,11.00,4.50,0.00,30.00,380.00,15.00,3.00,2.00,8.00,
Taco Bell,Soft Taco – Beef,180.00,80.00,9.00,4.00,0.00,25.00,500.00,17.00,3.00,1.00,9.00,
Taco Bell,Soft Taco – Chicken,160.00,50.00,5.00,2.50,0.00,30.00,500.00,16.00,1.00,1.00,12.00,
Taco Bell,Soft Taco Supreme®, , , , , , , , , , , ,
Taco Bell,Soft Taco – Beef,210.00,90.00,10.00,5.00,0.00,25.00,520.00,20.00,3.00,2.00,10.00,
Taco Bell,Soft Taco – Chicken,180.00,60.00,7.00,3.50,0.00,35.00,520.00,18.00,2.00,2.00,13.00,
Taco Bell,Bean Burrito (V),350.00,80.00,9.00,3.50,0.00,5.00,1000.00,54.00,11.00,3.00,13.00,
Taco Bell,Beefy 5-Layer Burrito,490.00,160.00,18.00,7.00,0.00,30.00,1250.00,63.00,9.00,5.00,18.00,
Taco Bell,Burrito Supreme® – Beef,390.00,130.00,14.00,6.00,0.00,25.00,1110.00,51.00,9.00,4.00,16.00,
Taco Bell,Burrito Supreme® – Chicken,370.00,100.00,11.00,4.50,0.00,35.00,1110.00,49.00,8.00,4.00,19.00,
Taco Bell,Burrito Supreme® – Steak,370.00,110.00,12.00,5.00,0.00,30.00,1090.00,49.00,7.00,4.00,18.00,
Taco Bell,Chili Cheese Burrito (regional),370.00,150.00,17.00,8.00,0.00,35.00,970.00,40.00,4.00,2.00,16.00,
Taco Bell,Quesarito – Beef,650.00,300.00,33.00,12.00,0.50,55.00,1390.00,67.00,6.00,5.00,22.00,
Taco Bell,Quesarito – Chicken,620.00,270.00,29.00,11.00,0.00,65.00,1390.00,66.00,4.00,4.00,25.00,
Taco Bell,Quesarito – Steak,630.00,270.00,30.00,11.00,0.00,60.00,1370.00,66.00,4.00,4.00,24.00,
Taco Bell,Chips and Nacho Cheese Sauce (V),220.00,120.00,13.00,1.50,0.00,<5,250.00,24.00,2.00,2.00,2.00,
Taco Bell,Nacho Fries (V) (New),320.00,160.00,18.00,1.50,0.00,<5,630.00,35.00,4.00,2.00,4.00,
Taco Bell,Nacho Fries BellGrande® (New),710.00,360.00,40.00,6.00,0.00,30.00,1440.00,73.00,10.00,4.00,13.00,
Taco Bell,Nachos BellGrande® – Beef,740.00,340.00,38.00,7.00,0.00,25.00,1050.00,82.00,15.00,5.00,16.00,
Taco Bell,Nachos BellGrande® – Chicken,720.00,310.00,35.00,6.00,0.00,35.00,1050.00,81.00,14.00,5.00,20.00,
Taco Bell,Nachos BellGrande® – Steak,720.00,320.00,36.00,6.00,0.00,30.00,1030.00,81.00,14.00,5.00,19.00,
Taco Bell,Beef Quesarito,650.00,300.00,33.00,12.00,0.50,55.00,1390.00,67.00,6.00,5.00,22.00,
Taco Bell,Black Bean Quesarito (V),630.00,270.00,29.00,10.00,0.00,35.00,1260.00,73.00,7.00,5.00,19.00,
Taco Bell,Quesadilla – Cheese (V),470.00,230.00,25.00,12.00,0.50,50.00,990.00,37.00,4.00,2.00,19.00,
Taco Bell,Quesadilla – Chicken,510.00,240.00,26.00,12.00,0.50,75.00,1250.00,38.00,4.00,2.00,27.00,
Taco Bell,Quesadilla – Steak,520.00,240.00,27.00,12.00,0.50,70.00,1230.00,38.00,4.00,2.00,27.00,
Taco Bell,Bacon Club Chalupa – Specialties,440.00,240.00,27.00,5.00,0.00,50.00,840.00,31.00,2.00,3.00,20.00,
Taco Bell,Black Bean Chalupa – Specialties,330.00,140.00,15.00,3.00,0.00,10.00,430.00,39.00,5.00,3.00,10.00,
Taco Bell,Black Bean Crunchwrap Supreme – Specialties,510.00,160.00,17.00,4.50,0.00,5.00,1080.00,77.00,8.00,6.00,13.00,
Taco Bell,Black Bean Quesarito – Specialties,630.00,270.00,29.00,10.00,0.00,35.00,1260.00,73.00,7.00,5.00,19.00,
Taco Bell,Chalupa Supreme® – Specialties,350.00,170.00,18.00,5.00,0.00,25.00,560.00,33.00,4.00,3.00,13.00,
Taco Bell,Cheesy Gordita Crunch – Specialties,500.00,250.00,28.00,10.00,0.50,55.00,850.00,41.00,5.00,4.00,20.00,
Taco Bell,Cheesy Roll Up – Specialties,180.00,80.00,9.00,5.00,0.00,20.00,430.00,15.00,2.00,<1,9.00,
Taco Bell,Crunchwrap Supreme® – Specialties,530.00,190.00,21.00,6.00,0.00,25.00,1200.00,71.00,6.00,6.00,16.00,
Taco Bell,Crunchy Taco – Specialties,170.00,80.00,9.00,3.50,0.00,25.00,310.00,13.00,3.00,<1,8.00,
Taco Bell,Nacho Cheese Doritos® Locos Taco – Specialties,170.00,80.00,9.00,3.50,0.00,25.00,360.00,13.00,3.00,<1,8.00,
Taco Bell,Nachos BellGrande® – Specialties,740.00,340.00,38.00,7.00,0.00,25.00,1050.00,82.00,15.00,5.00,16.00,
Taco Bell,Power Menu Bowl – Specialties,470.00,170.00,19.00,6.00,0.00,70.00,1200.00,50.00,7.00,2.00,26.00,
Taco Bell,Quesadilla – Specialties,510.00,240.00,26.00,12.00,0.50,75.00,1250.00,38.00,4.00,2.00,27.00,
Taco Bell,Quesarito – Specialties,650.00,300.00,33.00,12.00,0.50,55.00,1390.00,67.00,6.00,5.00,22.00,
Taco Bell,Soft Taco – Specialties,180.00,80.00,9.00,4.00,0.00,25.00,500.00,17.00,3.00,1.00,9.00,
Taco Bell,Soft Taco Supreme – Specialties,210.00,90.00,10.00,5.00,0.00,25.00,520.00,20.00,3.00,2.00,10.00,
Taco Bell,Veggie Power Menu Bowl – Specialties,430.00,160.00,17.00,5.00,0.00,20.00,810.00,57.00,10.00,2.00,12.00,
Taco Bell,Black Beans & Rice (V),170.00,30.00,3.50,0.00,0.00,0.00,320.00,31.00,4.00,0.00,4.00,
Taco Bell,Black Beans (V),50.00,10.00,1.00,0.00,0.00,0.00,135.00,8.00,3.00,0.00,2.00,
Taco Bell,Cinnabon® Delights™ (2 Pk) (V),160.00,80.00,9.00,2.00,0.00,5.00,80.00,17.00,0.00,10.00,2.00,
Taco Bell,Cinnabon® Delights™ (12 Pk – Serves 4) (V),930.00,480.00,53.00,13.00,2.00,40.00,480.00,104.00,3.00,59.00,9.00,
Taco Bell,Cinnamon Twists (V),170.00,50.00,6.00,0.00,0.00,0.00,210.00,27.00,<1,13.00,1.00,
Taco Bell,Diablo Sauce Packet (V),0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,
Taco Bell,Fire Sauce Packet (V),0.00,0.00,0.00,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,
Taco Bell,Hot Sauce Packet (V),0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,
Taco Bell,Mild Sauce Packet (V),0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,
Taco Bell,Blue Raspberry Freeze™ (16 oz) (New),120.00,0.00,0.00,0.00,0.00,0.00,35.00,30.00,0.00,30.00,0.00,
Taco Bell,Blue Raspberry Freeze™ (20 oz) (New),150.00,0.00,0.00,0.00,0.00,0.00,40.00,38.00,0.00,38.00,0.00,
Taco Bell,Dragon Fruit Freeze (16 oz),190.00,0.00,0.00,0.00,0.00,0.00,50.00,49.00,0.00,47.00,0.00,
Taco Bell,Dragon Fruit Freeze (20 oz),230.00,0.00,0.00,0.00,0.00,0.00,60.00,59.00,0.00,57.00,0.00,
Taco Bell,Lowfat Milk – CA (Regional),100.00,20.00,2.00,1.50,0.00,10.00,130.00,13.00,0.00,12.00,9.00,
Taco Bell,Lowfat Milk – Federal (Regional),80.00,20.00,2.00,1.50,0.00,10.00,100.00,10.00,0.00,9.00,7.00,
Taco Bell,Midnight Berry Freeze™ (16 oz) (New),140.00,0.00,0.00,0.00,0.00,0.00,35.00,35.00,0.00,34.00,0.00,
Taco Bell,Midnight Berry Freeze™ (20 oz) (New),170.00,0.00,0.00,0.00,0.00,0.00,40.00,43.00,0.00,42.00,0.00,
Taco Bell,Mtn Dew® Baja Blast Freeze™ (16 oz),150.00,0.00,0.00,0.00,0.00,0.00,45.00,41.00,0.00,41.00,0.00,
Taco Bell,Mtn Dew® Baja Blast Freeze™ (20 oz),190.00,0.00,0.00,0.00,0.00,0.00,55.00,51.00,0.00,51.00,0.00,
Taco Bell,Orange Juice,140.00,0.00,0.00,0.00,0.00,0.00,20.00,33.00,<1,28.00,2.00,
Taco Bell,Premium Hot Coffee,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,
Taco Bell,Regular Iced Coffee,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,
Taco Bell,Water,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Taco Bell,Wild Strawberry Freeze™ (16 oz),150.00,0.00,0.00,0.00,0.00,0.00,40.00,41.00,0.00,41.00,0.00,
Taco Bell,Wild Strawberry Freeze™ (20 oz),190.00,0.00,0.00,0.00,0.00,0.00,55.00,51.00,0.00,51.00,0.00,
Taco Bell,Beef Burrito – Value Menu,430.00,170.00,19.00,5.00,0.00,20.00,970.00,51.00,4.00,3.00,12.00,
Taco Bell,Cheesy Bean & Rice Burrito – Value Menu,420.00,140.00,16.00,4.00,0.00,<5,880.00,56.00,7.00,3.00,10.00,
Taco Bell,Cheesy Roll Up – Value Menu,180.00,80.00,9.00,5.00,0.00,20.00,430.00,15.00,2.00,<1,9.00,
Taco Bell,Chicken Chipotle Melt – Value Menu,190.00,80.00,9.00,3.00,0.00,35.00,530.00,15.00,1.00,<1,12.00,
Taco Bell,Chips and Nacho Cheese Sauce – Value Menu,220.00,120.00,13.00,1.50,0.00,<5,250.00,24.00,2.00,2.00,2.00,
Taco Bell,Cinnamon Twists – Value Menu,170.00,50.00,6.00,0.00,0.00,0.00,210.00,27.00,<1,13.00,1.00,
Taco Bell,Loaded Nacho Taco – Value Menu,250.00,110.00,12.00,4.50,0.00,25.00,610.00,24.00,3.00,2.00,10.00,
Taco Bell,Bean Burrito,350.00,80.00,9.00,3.50,0.00,5.00,1000.00,54.00,11.00,3.00,13.00,
Taco Bell,Black Bean Chalupa,330.00,140.00,15.00,3.00,0.00,10.00,430.00,39.00,5.00,3.00,10.00,
Taco Bell,Black Bean Crunchwrap Supreme,510.00,160.00,17.00,4.50,0.00,5.00,1080.00,77.00,8.00,6.00,13.00,
Taco Bell,Black Bean Quesarito,630.00,270.00,29.00,10.00,0.00,35.00,1260.00,73.00,7.00,5.00,19.00,
Taco Bell,Black Beans & Rice,170.00,30.00,3.50,0.00,0.00,0.00,320.00,31.00,4.00,0.00,4.00,
Taco Bell,Cheese Quesadilla,470.00,230.00,25.00,12.00,0.50,50.00,990.00,37.00,4.00,2.00,19.00,
Taco Bell,Cheesy Bean & Rice Burrito,420.00,140.00,16.00,4.00,0.00,<5,880.00,56.00,7.00,3.00,10.00,
Taco Bell,Cheesy Roll Up,180.00,80.00,9.00,5.00,0.00,20.00,430.00,15.00,2.00,<1,9.00,
Taco Bell,Chips and Nacho Cheese Sauce,220.00,120.00,13.00,1.50,0.00,<5,250.00,24.00,2.00,2.00,2.00,
Taco Bell,Cinnabon® Delights™ (2 Pack),160.00,80.00,9.00,2.00,0.00,5.00,80.00,17.00,0.00,10.00,2.00,
Taco Bell,Cinnabon® Delights™ (12 Pack – Serves 4),930.00,480.00,53.00,13.00,2.00,40.00,480.00,104.00,3.00,59.00,9.00,
Taco Bell,Cinnamon Twists,170.00,50.00,6.00,0.00,0.00,0.00,210.00,27.00,<1,13.00,1.00,
Taco Bell,Hash Brown,160.00,100.00,12.00,1.00,0.00,0.00,270.00,13.00,2.00,0.00,1.00,
Taco Bell,Power Menu Bowl – Veggie,430.00,160.00,17.00,5.00,0.00,20.00,810.00,57.00,10.00,2.00,12.00,
Taco Bell,Power Menu Bowl – Chicken,470.00,170.00,19.00,6.00,0.00,70.00,1200.00,50.00,7.00,2.00,26.00,
Taco Bell,Power Menu Bowl – Steak,480.00,180.00,20.00,7.00,0.00,60.00,1150.00,51.00,7.00,2.00,25.00,
Taco Bell,Power Menu Bowl – Veggie (V),430.00,160.00,17.00,5.00,0.00,20.00,810.00,57.00,10.00,2.00,12.00,
Taco Bell,Breakfast Crunchwrap – Bacon,670.00,370.00,41.00,12.00,0.00,140.00,1270.00,50.00,4.00,3.00,21.00,
Taco Bell,Breakfast Crunchwrap – Sausage,720.00,430.00,47.00,15.00,0.00,145.00,1210.00,51.00,4.00,3.00,21.00,
Taco Bell,Breakfast Crunchwrap – Steak,660.00,350.00,38.00,12.00,0.00,145.00,1300.00,51.00,4.00,3.00,24.00,
Taco Bell,Breakfast Salsa Packet (V),0.00,0.00,0.00,0.00,0.00,0.00,50.00,<1,0.00,0.00,0.00,
Taco Bell,Cheesy Toasted Breakfast Burrito – Bacon,350.00,150.00,16.00,4.50,0.00,115.00,870.00,36.00,2.00,3.00,13.00,
Taco Bell,Cheesy Toasted Breakfast Burrito – Fiesta Potato (V),340.00,130.00,14.00,3.50,0.00,100.00,750.00,43.00,3.00,3.00,10.00,
Taco Bell,Cheesy Toasted Breakfast Burrito – Sausage,340.00,160.00,17.00,5.00,0.00,110.00,730.00,36.00,2.00,3.00,11.00,
Taco Bell,Cinnabon® Delights™ (2 Pack) (V),160.00,80.00,9.00,2.00,0.00,5.00,80.00,17.00,0.00,10.00,2.00,
